Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10
2,23,6,183,103,1,3,1,28,1
1,89,1,174,24,1,2,1,42,8
1,22,1,730,7,1,4,1,83,8
1,86,6,746,168,2,4,1,97,3
1,43,6,28,16,2,5,1,12,7
1,33,4,730,165,1,2,2,103,0
2,98,0,588,186,2,0,1,2,9
2,91,9,336,61,1,1,2,86,8
1,91,8,823,54,1,5,1,103,4
2,54,10,532,161,1,5,2,102,10
2,20,10,383,111,2,2,1,35,10
1,52,4,260,114,2,1,1,58,10
2,38,10,990,81,1,1,2,11,9
2,69,9,735,22,1,1,2,71,5
1,11,0,178,200,1,4,2,101,3
2,94,2,508,106,1,5,2,87,5
1,88,6,571,72,1,2,2,61,2
2,97,3,348,190,1,5,1,21,4
1,90,5,716,123,1,4,2,36,2
1,6,3,595,133,2,1,2,84,6
2,84,10,491,189,1,0,2,10,5
1,23,4,295,12,2,4,1,22,2
1,40,0,455,80,1,3,2,103,7
1,17,2,642,198,2,3,2,77,1
2,88,9,575,84,1,4,2,89,8
1,46,7,267,22,1,2,2,95,5
1,59,10,693,47,1,2,2,80,3
2,6,8,374,45,2,5,1,82,4
2,30,9,466,146,1,2,2,10,0
1,40,9,645,127,2,2,2,92,3
2,66,1,531,143,1,0,2,73,0
1,62,3,926,67,1,1,1,24,3
2,30,9,641,197,2,1,2,25,5
2,41,6,228,162,1,0,2,37,2
2,68,0,729,95,2,1,1,14,0
1,90,1,486,188,2,0,2,69,9
1,49,3,867,131,1,1,2,25,0
1,55,6,626,70,1,5,2,98,0
1,51,1,739,68,2,0,2,47,1
1,63,5,830,96,2,2,2,102,6
2,60,4,396,71,1,4,2,36,8
1,38,0,307,82,1,4,1,8,9
2,44,9,839,161,2,0,2,100,4
1,38,6,869,5,2,5,2,48,8
2,9,7,437,75,2,4,2,53,4
1,91,2,413,157,1,5,1,76,7
2,3,8,49,69,2,1,1,55,10
1,52,3,743,159,1,1,1,48,8
1,4,4,529,2,1,2,1,36,3
2,82,3,821,10,1,3,2,8,9
2,58,1,956,10,1,0,2,19,10
1,23,4,955,126,2,3,2,77,2
2,32,6,788,35,2,0,1,14,0
1,2,3,113,79,1,0,2,95,5
2,82,4,864,29,1,3,2,85,4
1,94,2,652,65,1,5,1,39,5
2,98,9,461,52,2,1,2,30,8
2,42,10,662,113,2,2,1,46,8
2,74,9,917,119,1,5,1,100,2
1,35,4,748,147,2,0,1,36,8
2,6,1,806,69,2,5,1,69,10
2,62,9,285,119,1,0,2,54,6
2,52,8,243,163,1,5,2,79,0
1,0,3,966,52,2,1,1,52,1
1,91,6,739,79,2,3,1,11,9
2,14,7,271,193,2,5,1,77,3
2,71,1,217,182,2,0,2,14,5
1,25,2,927,176,1,2,2,12,3
2,88,9,791,150,1,4,2,62,10
2,16,9,823,88,2,4,2,55,2
2,91,3,806,19,2,1,2,26,5
2,25,8,628,63,2,4,2,67,6
2,62,10,839,123,2,0,2,4,6
2,78,0,6,6,2,5,2,60,0
2,45,5,300,192,2,2,1,37,6
1,72,9,67,40,1,1,2,6,5
1,78,7,464,36,1,4,1,67,4
2,71,3,269,148,2,3,2,12,2
2,7,2,324,170,1,0,1,74,7
1,93,10,56,78,2,3,1,91,7
1,32,9,491,139,1,1,2,88,10
2,46,0,548,55,2,5,1,21,1
1,36,0,262,78,1,3,2,37,6
1,40,8,797,97,1,0,2,32,0
2,91,1,32,183,2,4,2,22,10
1,22,2,134,97,2,3,1,64,0
2,41,4,153,94,2,4,2,1,5
2,83,8,650,113,1,5,1,50,4
1,82,9,810,115,2,0,1,54,9
2,95,1,838,125,1,3,1,54,9
2,42,2,794,162,1,1,2,13,0
1,52,9,54,141,1,2,2,80,10
2,100,3,846,115,2,4,1,4,2
2,27,5,526,102,2,4,1,71,1
1,9,7,116,11,2,2,1,2,2
2,69,2,929,65,2,4,1,7,2
1,62,5,870,178,1,4,2,40,4
2,60,7,730,4,1,4,2,61,10
1,58,2,612,13,2,0,1,67,5
2,48,8,909,121,1,5,2,19,0
1,40,6,36,12,1,5,2,63,9
1,45,4,706,24,2,0,1,44,7
2,99,10,128,76,1,1,1,56,4
2,81,4,519,82,2,5,1,14,9
2,63,4,494,108,1,5,1,79,6
1,23,10,147,0,1,5,1,90,4
2,60,9,569,56,1,2,1,77,7
1,27,8,934,78,1,1,2,45,5
2,1,9,567,5,2,0,2,49,10
1,78,10,855,159,1,0,2,16,6
1,84,0,723,37,1,3,2,65,5
1,46,4,789,191,2,4,1,61,0
1,90,1,943,194,1,1,2,23,9
1,17,9,613,146,1,0,2,25,1
2,60,6,815,85,1,4,2,98,6
2,64,0,290,180,1,4,1,103,0
1,82,5,746,23,2,2,1,53,1
2,47,9,186,58,1,2,2,94,5
2,37,10,438,141,1,5,2,60,7
1,8,0,532,104,2,0,1,0,2
1,75,6,44,181,2,4,2,48,3
2,96,0,479,91,2,3,1,80,4
1,63,9,101,135,1,4,1,78,8
2,87,3,333,52,1,3,1,97,2
1,14,5,341,175,1,4,2,69,7
1,86,9,77,36,1,0,2,55,3
2,87,8,623,129,1,1,2,83,9
1,1,10,646,168,2,4,1,104,9
2,72,5,225,181,1,3,1,17,2
2,80,8,647,100,2,0,2,76,5
2,21,0,210,104,1,3,1,59,10
2,68,0,465,38,2,0,2,73,5
1,62,10,765,134,1,4,1,68,10
2,43,10,925,175,1,1,2,31,2
2,77,0,302,75,1,2,1,66,0
2,17,6,1,73,2,1,1,66,2
1,25,6,243,178,1,2,1,27,6
2,77,2,329,116,2,2,2,2,8
2,20,10,473,116,1,5,1,10,6
2,5,1,291,58,1,3,1,4,2
2,4,8,309,100,1,1,1,19,6
2,93,3,274,189,1,3,1,100,10
2,76,8,472,198,1,3,2,37,9
1,40,5,784,106,2,3,1,60,8
2,13,2,425,7,1,1,2,76,10
1,0,5,837,48,1,2,2,5,4
1,71,7,373,155,2,0,1,93,2
1,85,10,970,68,2,4,2,19,7
1,46,1,835,59,1,5,2,0,10
2,55,1,314,168,2,0,2,104,8
2,15,8,682,84,1,0,1,80,5
2,15,2,601,80,1,3,2,66,2
1,13,1,112,102,2,0,2,56,2
2,2,4,216,192,1,1,2,44,7
2,32,3,566,198,1,5,2,16,8
1,35,4,290,162,2,1,1,97,0
2,24,10,499,100,2,1,1,48,9
2,83,10,440,151,2,1,2,104,3
2,45,1,508,60,1,3,2,18,3
1,2,5,647,177,1,3,2,46,7
2,46,1,158,158,1,4,2,60,10
1,30,1,203,150,1,4,2,83,10
1,26,7,587,181,2,4,2,32,0
2,6,4,13,137,1,4,2,86,9
1,53,8,119,7,1,2,1,85,5
2,71,1,411,14,2,0,1,71,1
2,30,3,781,133,1,4,2,71,7
2,35,0,448,62,2,2,1,103,6
1,91,1,340,91,1,3,2,74,3
1,16,1,414,16,2,3,2,56,3
1,70,1,217,198,2,1,1,90,8
1,14,1,363,150,2,2,1,39,5
2,56,0,956,1,2,1,1,87,9
1,50,0,281,174,2,1,2,6,4
2,2,1,954,183,2,1,2,56,6
2,31,7,218,88,1,3,2,96,5
1,93,9,635,196,2,2,2,45,9
1,37,2,391,192,1,1,2,22,6
1,6,10,941,114,1,2,2,48,0
2,13,3,699,130,1,4,1,80,3
1,90,2,698,140,1,2,1,105,0
2,89,10,517,12,1,5,2,2,10
1,88,1,496,174,1,5,2,104,4
2,19,5,119,171,1,2,1,9,0
1,27,0,997,167,2,0,1,17,7
2,88,0,56,96,1,2,2,7,9
2,57,4,886,191,2,1,2,92,3
1,95,3,896,45,2,5,2,60,10
1,75,1,384,102,1,5,2,64,8
1,9,6,225,88,1,0,2,97,6
1,81,8,466,134,1,4,1,31,6
2,69,10,195,85,1,3,2,23,6
2,7,6,833,140,1,5,2,96,7
2,4,1,407,157,2,1,2,25,0
2,59,0,328,53,1,0,1,75,10
2,55,9,912,123,1,0,1,56,7
1,66,3,745,56,2,4,2,33,8
2,49,5,907,53,1,4,1,19,5
1,77,3,903,76,1,0,1,56,7
2,41,9,514,117,1,5,2,12,3
1,48,8,44,84,2,2,2,51,0
1,67,9,857,176,1,5,1,20,3
1,47,10,978,135,1,2,1,9,3
2,6,5,421,34,2,5,1,51,0
1,82,1,104,4,1,3,1,22,0
2,36,7,79,24,2,1,1,2,5
2,6,9,452,140,2,3,1,66,2
2,7,5,696,117,2,5,1,35,9
1,19,6,15,116,2,3,1,13,2
2,82,5,141,79,2,5,1,1,5
1,20,8,932,7,2,3,1,49,5
1,64,2,653,200,1,1,1,43,8
2,49,10,153,35,2,4,2,89,7
2,77,1,551,31,1,1,2,75,0
1,2,5,592,35,1,3,1,97,7
1,52,2,638,152,2,1,1,86,4
1,27,6,809,115,2,4,2,61,5
2,37,1,287,192,1,3,1,34,6
1,34,8,931,178,1,1,1,100,5
2,85,7,959,35,1,4,1,59,4
2,68,0,363,193,1,2,1,103,3
1,42,2,787,162,2,2,2,89,2
1,86,10,879,14,2,3,2,52,0
2,92,8,359,75,1,3,1,56,9
2,94,7,536,76,2,0,1,49,1
2,29,3,78,49,2,1,2,77,0
1,22,0,271,114,1,5,1,89,3
1,57,3,286,17,2,5,2,105,5
2,88,1,580,164,2,5,2,99,8
1,41,4,861,92,2,0,2,68,4
1,38,10,138,142,1,2,1,37,0
1,62,8,124,42,2,2,2,35,7
2,49,3,980,138,1,4,1,84,3
2,17,6,712,46,2,5,2,81,4
1,45,9,612,22,1,3,2,100,1
1,87,3,625,191,2,2,2,89,6
1,27,4,602,79,2,0,1,73,7
1,63,10,185,62,1,4,1,100,10
1,24,3,78,148,2,4,2,85,0
2,16,1,528,140,1,1,1,62,10
1,18,7,597,195,1,0,2,101,5
1,47,8,504,129,2,3,2,77,3
2,8,3,130,131,2,0,2,50,3
1,50,8,591,35,1,5,1,47,2
2,70,0,40,128,2,3,2,34,8
2,37,10,959,160,1,1,1,61,2
2,91,6,690,141,1,5,2,59,4
2,88,8,79,81,2,3,1,99,0
1,40,4,776,35,2,4,2,42,6
2,46,3,287,49,2,2,1,96,4
2,0,0,186,198,1,5,2,26,4
1,83,5,318,114,2,1,1,51,0
2,74,10,580,119,2,3,1,63,6
1,86,6,672,11,1,0,1,67,3
1,33,4,902,116,2,2,2,100,10
2,85,0,897,49,1,0,1,20,6
1,39,4,807,186,1,4,2,46,0
2,94,7,380,103,2,5,1,41,5
2,23,1,102,132,2,4,2,24,8
1,17,9,913,31,2,1,1,100,0
2,1,6,753,145,2,5,1,38,10
1,74,1,296,23,2,5,2,68,2
1,61,9,825,81,2,1,1,50,7
1,80,4,100,167,2,4,1,9,0
2,64,9,634,120,1,3,1,25,3
2,43,7,781,62,2,0,2,1,6
1,49,8,54,151,1,3,1,75,6
1,83,5,992,58,2,0,2,13,0
1,50,2,725,138,1,4,1,74,3
1,25,9,64,119,1,3,1,95,9
2,96,10,370,130,1,3,2,100,3
1,86,5,755,37,2,0,1,94,6
1,27,9,517,179,1,2,2,25,9
2,60,7,181,159,2,0,1,70,8
1,86,0,608,49,2,4,2,18,7
2,64,8,746,89,2,2,2,67,9
2,63,2,352,47,1,1,1,91,4
2,22,0,271,194,2,3,2,61,5
1,14,3,645,121,1,0,2,94,0
2,98,1,733,181,2,1,2,102,1
1,66,2,580,18,1,1,1,9,5
1,97,1,78,198,2,1,2,37,4
2,4,6,831,28,2,3,1,22,9
1,57,5,714,57,1,0,2,19,0
1,49,2,486,67,1,0,1,94,6
2,99,4,692,95,1,1,1,80,7
1,82,3,51,65,2,1,2,24,6
1,69,8,622,200,1,1,2,75,10
2,85,8,661,22,1,3,1,78,5
1,25,5,893,199,1,5,2,89,7
2,83,9,759,119,1,3,2,45,0
1,60,3,605,118,1,2,2,75,6
1,0,1,774,55,2,3,2,18,4
2,54,3,937,99,1,2,1,36,5
1,0,7,29,192,2,0,1,62,10
2,82,5,204,21,2,0,2,46,0
2,4,6,526,24,1,0,2,12,3
1,9,10,641,111,2,3,1,6,10
1,80,1,886,48,1,4,1,14,7
1,92,0,71,185,2,2,2,33,10
2,13,8,566,55,1,5,1,8,9
2,32,8,235,187,1,3,2,11,2
1,14,4,84,132,1,0,2,3,2
1,86,10,781,26,1,0,1,68,10
1,59,9,141,149,1,3,1,74,8
1,63,5,263,111,1,2,1,83,1
1,31,0,924,199,1,1,1,6,7
1,54,3,181,61,2,2,1,74,10
1,40,5,233,46,1,4,2,84,5
2,18,0,243,138,2,1,2,61,0
1,27,1,792,85,2,2,2,74,8
2,11,9,658,4,1,5,2,62,4
1,0,7,855,120,1,3,1,66,2
1,14,3,782,188,1,3,1,40,1
2,2,8,835,142,2,2,2,12,4
1,31,3,115,65,1,4,2,90,9
2,82,0,466,176,1,0,1,100,7
1,49,8,896,56,1,5,2,9,10
2,33,6,598,152,1,2,1,32,1
1,29,7,944,44,1,3,2,64,6
1,54,9,976,55,1,4,2,77,4
1,36,6,90,143,2,3,2,26,8
2,0,9,874,47,2,0,2,14,3
2,18,0,252,33,2,2,2,30,9
2,83,2,83,54,2,3,2,83,3
1,89,6,279,90,2,0,2,57,0
1,62,10,454,95,1,1,1,11,6
1,95,8,83,79,2,1,2,11,0
1,66,6,179,172,1,0,2,31,1
2,14,4,43,7,1,1,1,50,6
1,32,2,372,98,1,5,1,91,3
1,1,4,865,30,2,5,1,42,5
2,38,8,108,90,1,2,1,97,2
2,74,5,535,134,2,3,2,7,0
2,34,10,563,166,2,2,2,16,0
1,57,8,943,197,2,5,2,36,6
2,98,9,718,164,2,0,2,43,2
1,65,3,353,140,1,2,2,81,6
1,91,5,453,55,2,4,1,62,7
1,44,2,748,106,2,4,1,8,8
2,87,3,280,118,2,1,1,71,1
1,20,9,832,106,1,3,2,41,5
1,10,4,366,125,1,0,1,80,2
2,4,8,218,161,2,2,1,0,3
2,6,8,621,103,1,3,2,89,7
1,43,9,108,172,1,4,1,56,4
1,58,2,24,30,1,3,1,41,5
2,72,5,712,170,2,2,2,46,6
2,62,6,114,65,2,5,1,8,10
2,7,6,680,127,2,4,1,40,2
2,44,1,42,117,1,2,2,25,9
1,77,0,698,93,2,1,2,87,0
1,61,7,895,185,1,0,2,3,1
2,50,10,145,46,1,0,1,50,5
2,60,7,238,58,2,2,2,36,8
2,5,10,742,198,1,2,2,24,7
2,1,8,351,22,2,3,2,8,5
2,74,4,755,55,2,2,1,31,2
1,95,2,787,151,1,2,2,103,0
1,6,9,292,163,1,3,1,101,2
2,96,0,655,72,1,4,1,61,5
1,72,1,751,88,1,2,1,55,2
2,18,10,761,75,2,3,2,22,0
1,25,8,198,158,1,4,1,80,6
1,52,3,46,183,2,5,1,71,0
2,82,5,942,180,2,3,2,25,9
1,72,3,167,78,1,1,2,97,7
1,39,4,883,150,2,4,1,66,3
2,60,4,25,61,2,4,1,63,10
1,43,1,986,127,2,3,1,80,5
1,50,9,76,159,2,0,2,22,1
2,77,6,215,35,2,3,1,90,1
1,47,4,275,28,2,0,2,86,2
1,85,0,578,155,2,1,1,4,10
1,92,8,545,126,1,0,2,34,10
2,20,10,324,15,2,3,1,71,6
2,2,10,769,187,1,5,1,2,2
2,47,1,590,120,1,4,2,92,5
2,16,7,524,95,2,0,2,20,9
2,64,3,286,88,2,2,2,43,3
2,96,7,920,179,2,3,2,74,1
1,93,4,934,75,2,2,2,87,3
1,79,7,452,163,2,1,1,39,7
1,39,5,785,47,2,2,2,47,7
1,78,3,902,197,2,4,2,16,3
2,10,1,989,4,2,0,1,34,2
2,52,3,927,167,2,3,1,81,3
1,19,4,82,44,2,1,2,28,10
1,38,8,69,200,1,1,1,62,2
2,51,3,754,25,2,5,1,27,6
2,38,6,828,115,1,3,2,9,4
2,36,3,799,20,1,4,2,96,7
2,88,4,877,127,2,3,2,14,0
2,55,9,262,90,2,5,2,44,5
1,44,0,949,13,1,4,1,39,4
1,3,9,5,1,2,0,1,19,4
1,98,1,871,93,2,3,1,82,0
2,97,4,220,95,1,0,2,8,8
2,5,8,131,10,2,1,1,96,10
2,91,9,790,18,2,3,1,20,1
1,59,4,568,154,2,3,2,12,5
1,92,0,594,36,1,3,2,87,9
1,65,6,269,189,2,0,1,81,7
2,17,7,178,188,2,0,2,14,0
2,21,4,567,30,2,0,2,8,6
2,36,2,474,183,1,4,1,76,9
2,85,3,442,56,2,3,1,52,10
2,46,8,724,178,2,2,1,24,5
2,65,5,524,71,2,4,1,68,4
1,56,0,640,100,1,3,2,93,8
2,91,4,845,104,1,5,2,56,2
1,50,10,699,127,2,5,1,105,7
2,66,6,232,125,1,1,2,30,7
1,70,8,488,37,2,4,2,31,10
2,98,10,759,130,1,4,1,60,10
2,11,9,626,156,1,1,2,20,8
2,68,4,725,148,1,4,1,71,9
2,59,10,651,182,1,3,1,87,0
1,29,6,244,195,2,1,2,92,4
2,68,7,359,81,1,2,1,20,7
1,69,4,380,47,2,5,1,2,8
2,71,9,572,102,2,1,2,40,3
1,67,0,795,72,1,1,1,92,10
2,93,6,319,154,1,5,1,52,4
1,83,6,508,193,1,5,2,27,2
1,71,9,350,72,1,3,1,43,4
2,53,8,672,60,1,4,2,96,6
2,37,5,867,166,1,3,1,17,1
2,79,3,124,6,2,3,2,104,9
2,5,5,726,131,2,0,2,85,3
2,17,0,805,105,1,5,2,56,8
2,11,5,823,167,2,3,2,48,8
1,96,7,871,159,2,5,2,95,0
2,33,6,254,128,1,2,1,4,8
2,95,9,283,165,1,2,2,9,2
1,15,6,229,154,1,4,1,59,2
2,94,6,57,70,2,5,2,39,0
2,57,5,700,96,1,0,2,98,7
1,97,2,798,55,2,0,2,89,1
1,69,0,900,179,1,5,2,1,8
1,98,6,930,77,1,1,2,89,2
2,17,8,629,36,2,5,1,36,2
1,64,6,971,6,1,0,1,97,7
2,5,7,954,138,2,4,2,91,0
1,80,2,827,136,1,3,2,33,4
1,10,8,819,33,2,2,1,97,8
2,32,6,983,145,1,1,2,99,6
1,1,1,97,150,1,2,1,74,6
1,21,7,405,104,1,4,1,46,1
1,93,10,313,97,1,3,2,72,9
2,35,10,297,86,2,0,1,3,6
2,25,4,979,186,1,3,1,22,9
2,25,2,682,182,2,2,1,92,8
2,24,3,599,126,1,4,2,74,0
1,94,5,655,146,2,5,2,97,10
2,51,1,678,56,1,4,1,95,0
2,11,6,776,74,2,2,2,44,6
2,32,5,984,140,2,4,1,90,10
2,80,6,654,181,2,5,1,46,5
2,64,0,228,46,2,5,2,22,8
2,33,2,452,145,1,2,2,76,7
1,0,9,987,196,2,1,1,97,9
1,50,3,871,121,1,1,2,94,0
1,52,2,19,123,2,2,1,22,1
1,42,7,971,177,2,3,1,99,7
1,99,8,79,155,1,3,2,1,1
1,41,4,123,22,2,5,1,17,0
2,44,7,173,154,1,3,2,80,8
2,29,1,674,44,1,3,2,22,3
1,11,0,242,98,1,5,2,26,4
2,20,0,414,32,2,0,1,0,10
1,49,6,627,170,1,3,2,69,6
1,62,8,314,182,1,5,1,93,10
1,69,5,54,79,2,1,2,10,7
2,19,6,311,99,1,2,1,38,4
2,46,3,539,190,2,5,1,26,9
1,95,10,240,143,1,3,1,16,2
2,90,1,811,178,2,3,2,7,6
1,81,10,589,2,1,4,1,98,4
2,22,10,275,130,2,5,1,97,0
1,44,3,759,193,2,3,1,31,2
2,15,0,545,8,1,4,1,88,2
2,18,6,690,16,1,4,1,46,3
2,54,1,612,183,1,0,2,70,6
2,3,5,715,188,2,1,1,85,2
2,77,6,307,138,2,2,1,27,7
2,83,6,675,102,1,1,2,82,6
1,21,3,968,88,1,2,2,54,3
1,41,1,987,59,2,4,1,91,4
1,50,4,348,56,1,4,2,6,9
2,31,9,966,39,1,3,1,68,3
1,27,7,679,71,1,5,1,77,5
1,56,9,362,157,2,0,2,23,5
1,91,6,140,29,2,5,2,24,1
2,24,8,854,42,1,0,2,34,4
2,70,3,373,168,1,2,2,64,2
2,51,0,783,25,1,0,1,50,3
2,45,9,239,100,2,2,2,80,10
1,35,8,159,158,2,2,1,54,5
1,0,0,740,165,1,5,1,36,0
1,92,7,336,104,2,5,1,87,8
2,50,0,654,138,2,5,1,90,8
1,62,4,612,118,1,2,1,83,0
1,91,4,130,165,1,5,1,10,2
1,0,1,282,120,2,2,2,46,5
1,69,0,67,104,1,3,1,77,1
1,64,6,358,182,1,4,2,83,2
2,99,8,868,63,2,1,1,101,1
2,34,10,858,177,2,5,2,104,8
2,77,9,843,73,2,0,2,24,3
2,95,1,303,118,2,4,2,87,8
1,66,5,944,171,1,0,2,37,9
1,24,6,222,83,1,0,1,62,0
2,27,5,852,44,1,3,2,73,6
2,40,4,396,130,1,5,2,57,7
1,43,4,226,94,2,3,1,17,5
2,33,4,582,145,1,3,2,46,10
1,1,3,830,88,2,0,2,4,1
2,87,3,14,115,1,2,2,84,6
1,96,1,887,174,1,2,1,103,7
2,1,1,939,162,1,5,1,8,3
2,90,4,61,177,2,0,1,28,1
1,95,8,48,152,1,3,2,30,2
1,91,9,776,156,1,0,1,11,10
2,75,3,368,60,1,0,2,95,2
1,87,10,811,22,2,0,1,18,2
1,25,10,212,72,1,0,1,60,10
2,37,3,174,131,1,1,2,33,9
2,59,7,211,10,2,4,2,43,8
1,12,4,791,147,2,0,2,104,5
2,20,2,858,40,1,4,2,81,9
2,66,10,111,192,1,3,2,93,7
2,0,9,234,154,2,1,2,78,9
1,15,1,874,183,2,4,1,80,5
1,52,10,734,196,1,3,2,104,1
2,77,10,589,199,2,5,1,66,5
1,39,6,469,120,1,4,2,95,4
1,46,6,588,79,2,5,2,96,0
2,49,0,85,107,2,3,1,81,3
2,67,8,854,3,2,3,2,13,4
1,11,2,466,187,1,2,2,3,3
2,39,8,959,192,2,4,1,2,10
2,74,4,426,35,2,3,2,103,8
1,15,0,642,18,1,1,1,30,5
2,9,2,726,82,2,0,1,32,2
1,89,0,231,75,1,4,2,45,9
2,27,2,306,77,2,2,2,9,8
1,87,9,183,158,1,4,1,62,5
1,70,2,904,104,2,5,1,25,8
1,0,0,681,127,1,3,1,15,8
1,77,4,678,110,1,3,2,86,2
1,63,0,702,178,1,0,2,4,10
2,95,0,905,195,1,0,2,46,3
2,34,0,745,62,2,3,2,35,1
2,30,7,295,66,1,3,1,31,10
1,62,3,215,3,1,3,2,37,9
2,11,10,716,10,2,4,2,11,0
2,96,1,476,95,1,3,1,97,7
1,38,3,345,13,1,5,2,62,9
2,71,7,820,42,1,3,1,19,9
1,46,7,187,129,2,1,2,28,8
2,61,4,255,52,2,4,2,94,9
1,16,6,815,154,1,5,2,57,6
1,40,3,803,129,1,0,2,46,4
2,31,9,451,31,1,2,2,70,8
1,79,1,78,192,2,2,1,63,8
2,42,10,235,85,1,5,1,80,5
1,100,1,160,2,1,2,1,81,0
1,31,2,364,86,1,4,2,30,4
1,26,7,108,104,1,1,2,91,6
2,51,6,662,148,2,2,1,57,7
1,42,3,577,157,1,4,2,63,0
2,48,7,92,133,2,0,2,0,4
1,12,6,770,162,2,5,2,29,6
1,34,0,585,184,1,3,2,36,9
2,59,4,552,133,1,0,2,89,3
1,13,6,437,200,1,2,2,104,8
1,6,5,564,29,2,2,2,94,7
2,72,9,421,158,1,5,1,47,6
1,4,6,505,166,2,0,1,31,10
2,91,1,712,166,2,4,1,5,7
2,57,6,432,45,2,1,2,74,0
2,96,2,770,71,2,1,1,101,5
2,68,7,72,127,1,5,2,17,1
1,68,8,829,187,1,2,1,2,7
1,70,6,245,115,1,2,1,92,8
1,38,2,709,191,1,5,2,50,2
2,44,0,822,92,2,5,2,0,10
1,14,1,29,15,2,5,1,44,1
1,25,6,53,80,1,2,1,53,9
2,84,2,176,4,2,2,1,41,6
1,43,1,560,101,1,1,2,101,1
2,97,6,54,187,1,3,2,102,5
2,35,1,476,37,2,1,2,62,9
1,12,9,189,104,2,3,1,56,6
2,77,1,718,166,2,5,2,69,7
2,88,5,833,124,1,2,2,67,4
1,35,0,851,100,1,3,1,71,1
2,91,10,390,160,2,3,1,50,3
2,78,6,53,164,1,1,1,82,0
2,21,1,380,160,1,4,2,36,8
2,51,0,963,19,1,1,2,11,6
2,72,9,247,130,2,0,2,67,1
1,48,4,137,118,2,2,2,15,2
1,27,5,202,138,1,4,1,6,3
2,24,3,550,121,1,4,2,73,1
1,33,4,405,55,1,0,2,83,2
1,32,10,790,199,1,2,1,65,5
1,7,9,172,7,2,5,2,89,1
2,0,0,466,30,2,3,2,26,10
2,8,1,476,90,1,0,1,8,7
1,19,5,704,7,2,3,1,12,7
1,41,9,547,63,1,4,2,1,7
2,24,9,375,197,1,5,2,59,2
2,26,2,58,23,2,1,1,43,7
2,89,0,6,56,2,4,2,70,9
1,27,3,396,169,1,1,2,51,6
1,84,10,879,71,1,1,2,91,10
2,98,10,420,127,1,1,2,77,3
2,14,5,957,49,1,5,2,52,8
2,34,1,174,47,1,1,1,80,6
1,87,9,408,44,1,5,2,18,3
2,72,9,665,24,1,1,1,88,2
2,20,8,352,115,2,3,2,69,7
2,66,1,362,94,2,3,1,93,10
2,4,10,522,15,2,2,1,70,9
1,46,5,621,55,2,5,2,20,9
1,97,4,574,29,1,4,2,42,10
2,90,2,71,103,1,0,2,98,0
1,67,10,148,137,1,0,2,94,3
1,32,1,222,66,2,3,1,5,4
2,6,9,868,8,2,1,2,90,8
2,15,1,347,198,1,5,1,38,2
2,4,3,886,177,1,5,2,68,0
1,62,4,133,186,1,1,2,22,6
2,28,7,377,89,1,3,2,90,5
1,30,1,450,140,1,1,1,59,4
2,82,2,835,124,1,0,2,73,5
2,56,1,504,41,2,1,2,37,7
2,30,2,995,66,1,1,2,69,8
2,81,8,417,149,1,2,1,37,8
1,7,9,539,0,1,5,1,101,0
1,84,4,608,73,1,3,1,70,4
1,71,1,549,182,1,3,1,24,5
2,48,3,135,200,2,0,1,97,6
1,41,4,551,79,1,1,2,88,7
1,19,1,567,142,2,0,2,19,6
1,50,10,331,116,1,0,1,36,10
2,81,6,843,147,1,0,2,87,0
2,60,4,352,130,2,5,1,66,6
1,64,3,533,65,1,1,2,32,7
2,22,3,468,68,1,5,2,87,9
2,25,8,901,61,2,1,1,27,10
1,18,4,75,87,1,3,2,2,1
1,0,1,962,174,1,2,1,22,10
1,50,1,113,117,1,0,1,52,6
1,35,4,393,147,2,5,2,74,2
2,36,6,412,156,2,5,1,92,8
2,50,0,428,74,2,4,2,77,4
2,75,5,792,97,2,4,2,20,9
2,93,4,268,61,1,1,2,56,1
2,51,10,951,86,1,2,1,4,2
2,87,2,67,58,2,2,1,78,3
2,62,10,521,135,2,0,2,103,1
1,93,4,581,125,1,1,1,10,9
2,82,5,52,39,1,5,2,82,3
1,90,3,202,17,1,1,2,5,7
1,84,4,812,84,1,2,1,50,9
2,57,6,438,11,1,3,2,23,9
2,84,3,252,72,1,0,2,66,7
1,33,8,410,87,2,4,1,3,9
1,52,1,207,144,1,3,2,92,6
1,65,9,605,89,2,2,2,96,5
1,1,7,384,11,1,4,1,9,9
1,67,0,589,161,2,3,1,69,3
1,16,2,864,85,1,1,1,94,3
1,57,9,432,127,2,3,2,48,7
1,70,3,416,95,2,2,1,85,4
2,73,7,996,124,2,5,1,69,5
2,4,3,630,60,1,3,1,8,5
2,58,0,943,85,1,5,2,42,7
1,39,9,360,19,2,4,2,78,1
1,65,3,859,61,1,1,1,38,6
2,2,0,896,127,1,3,2,99,8
2,40,2,534,20,2,1,1,35,5
2,3,1,252,188,1,2,2,83,7
1,58,6,743,45,1,5,1,76,8
1,37,8,151,81,2,4,1,65,1
2,15,8,299,78,1,0,2,55,10
2,81,1,384,188,1,2,1,103,6
1,63,0,448,173,1,5,2,53,10
2,22,4,1000,199,2,0,2,41,10
1,47,5,909,93,1,4,2,88,9
1,50,3,889,195,2,4,2,62,10
1,14,6,460,157,2,3,2,50,6
2,37,8,264,33,1,4,1,81,8
1,24,10,278,178,1,4,2,36,10
